34,35,30,30,30,1081,30,30,30,34,35,448,30,30,30,30,1219,450,1258,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1259,98,99,1089,98,99
98,99,30,30,30,1081,30,30,30,98,99,480,481,481,481,481,481,482,1256,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1256,98,99,1089,98,99
98,99,30,30,30,1081,30,30,30,98,99,512,513,513,513,513,513,513,1256,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1256,98,99,1089,98,99
98,99,30,30,30,1081,30,30,30,98,99,544,545,545,545,545,545,546,1256,30,30,1258,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1259,30,1256,98,99,1089,98,99
98,99,30,30,30,1081,30,30,30,98,99,30,30,30,30,30,30,30,1256,30,30,1256,30,30,1258,1288,1288,1288,1288,1288,1288,1259,1256,30,1256,98,99,1089,98,99
98,99,30,30,30,1081,30,30,30,98,99,30,30,30,30,30,30,30,1256,30,30,1256,30,30,1256,1292,1288,1288,1288,1288,1288,1291,1256,30,1256,98,99,1089,98,99
98,99,30,30,30,1081,30,30,30,98,99,30,30,30,30,30,30,30,1256,30,30,1256,30,30,1290,1288,1288,1288,1288,1288,1288,1288,1291,30,1256,98,99,1089,98,99
98,99,30,30,30,1081,30,30,30,98,99,30,30,30,30,30,30,30,1256,30,30,1256,30,30,30,30,30,30,30,30,30,30,30,30,1256,98,99,1089,98,99
98,99,30,30,30,1081,30,30,30,98,99,30,30,30,30,30,30,30,1256,30,30,1256,30,30,1258,1288,1288,1288,1288,1288,1288,1288,1259,30,1256,98,99,1089,98,99
98,99,30,30,30,1081,30,30,30,98,99,30,30,30,30,30,30,30,1256,30,30,1256,30,30,1256,30,30,30,30,1285,1107,1108,1256,30,1256,98,99,1089,98,99
66,67,30,30,30,1081,30,30,30,66,67,30,30,30,30,30,30,30,1256,30,30,1256,30,30,1289,30,1284,30,30,30,1139,1140,1256,30,1256,98,99,1089,98,99
1145,1113,1113,1113,1113,1145,1113,1113,1113,1113,1145,30,30,30,30,30,30,30,1256,30,30,1256,351,30,30,30,30,30,1284,30,30,30,1256,30,1256,66,67,1089,66,67
1081,1136,1136,1105,1106,1136,1136,1105,1106,1136,1081,30,30,30,30,30,30,30,1256,30,30,1256,351,30,30,1258,1288,1288,1288,1288,1288,1288,1294,30,1290,1288,1288,1288,1288,1259
1081,1105,1106,1136,1200,1105,1106,1200,1169,1170,1081,30,30,30,30,30,30,30,1256,30,30,1256,351,351,351,1256,30,30,30,30,30,30,1256,30,30,30,30,30,30,1256
1145,1113,1113,1113,1113,1145,1113,1113,1113,1113,1145,30,30,30,30,1258,1288,1288,1291,30,30,1290,1288,1288,1259,1256,30,1258,1288,1288,1259,30,1256,30,1258,1288,1288,1259,30,1256
1081,945,946,945,946,1081,945,946,945,946,1081,30,30,30,30,1256,30,30,30,30,30,30,30,30,1256,1256,30,1256,542,543,1256,30,1256,30,1256,1292,1259,1256,30,1256
1145,1113,1113,1113,1113,1145,1113,1113,1113,1113,1145,30,30,30,30,1256,30,1258,1288,1288,1288,1288,1259,30,1256,1256,30,1256,574,575,1256,30,1256,30,1256,30,1256,1256,30,1256
30,30,30,30,30,1081,30,30,30,30,30,30,30,30,30,1256,30,1256,30,30,30,30,1256,30,1256,1256,30,1256,574,575,1256,30,1256,30,1290,1288,1291,1256,30,1256
30,30,30,30,30,1081,30,30,30,30,30,30,30,30,30,1256,30,1256,30,1171,1172,30,1256,30,1256,1256,30,1256,574,575,1256,30,1290,1288,1288,1288,1288,1291,30,1256
30,30,30,30,30,1081,30,30,30,30,30,30,30,30,30,1256,30,1256,30,1203,1204,30,1256,30,1256,1256,30,1256,574,575,1256,30,30,30,30,30,30,30,30,1256
30,30,30,30,30,1081,30,30,30,30,30,30,30,30,30,1256,30,1256,30,30,30,30,1256,30,1256,1256,30,1256,574,575,1256,30,1258,1288,1288,1288,1288,1288,1288,1291
30,30,30,30,30,1081,30,30,30,30,30,30,30,30,30,1256,30,1290,1260,30,30,1292,1291,30,1256,1256,30,1256,574,575,1256,350,1256,30,30,30,30,30,30,30
30,30,30,30,30,1081,30,30,30,30,30,30,30,30,30,1256,30,30,30,30,30,30,30,30,1256,1256,30,1256,606,607,1290,1288,1291,30,30,30,30,30,30,30
30,30,30,30,30,1081,30,30,30,30,30,30,30,1040,1041,1290,1288,1288,1288,1288,1288,1288,1288,1288,1291,1256,30,1290,1288,1288,1288,1288,1288,1288,1288,1288,1260,30,30,30
160,161,162,163,30,1081,30,164,165,166,167,30,30,1072,1074,1041,30,30,30,30,30,30,30,30,30,1256,30,30,30,30,30,30,30,30,30,30,30,1145,1113,1145
192,193,194,195,30,1081,30,196,197,198,199,30,30,1040,1042,1074,1041,1040,1041,1040,1041,1040,1041,30,30,1290,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1260,30,1088,1081
224,225,226,227,30,1081,30,228,229,230,231,30,30,1072,1074,1042,1073,1072,1073,1072,1073,1072,1073,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1088,1081
256,257,258,259,30,1081,30,260,261,262,263,30,30,1040,1042,1043,1041,1137,1138,30,1168,1040,1041,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1088,1081
1088,30,30,432,30,1081,1089,30,30,30,432,30,30,1072,1074,1075,1073,30,30,30,30,1072,1073,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1088,1081
1113,1113,1113,1113,1113,1145,1113,1113,1113,1113,1113,1113,1145,1040,1042,1043,1041,1202,1232,30,1234,1040,1041,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1088,1081
288,289,290,291,30,1081,30,292,293,294,295,30,1081,1072,1074,1075,1073,30,30,30,30,1072,1073,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1088,1081
320,321,322,323,30,1081,30,324,325,326,327,30,1081,1040,1042,1043,1041,30,30,1137,1138,1040,1041,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1088,1081
352,353,354,355,30,1081,30,356,357,358,359,30,1081,1072,1074,1075,1073,30,30,30,30,1072,1073,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1088,1081
384,385,386,387,30,1081,30,388,389,390,391,30,1081,1040,1042,1043,1041,1205,1200,1233,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1088,1081
