101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,100,100,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,100,101,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,100,100,100,101,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,100,101,101,101,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,100,101,101,101,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,100,101,101,101,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,100,101,101,101,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,100,101,101,101,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,100,101,101,101,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,100,101,101,101,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,100,101,101,101,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,100,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,101,100,100,100,100,100,100,100,100,100,100,100,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,100,100,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101
101,101,100,100,100,100,100,100,100,100,100,100,100,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101
101,101,100,101,101,101,101,101,101,101,101,101,100,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101
101,101,100,101,101,101,101,101,101,101,101,101,100,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101
101,101,100,101,101,101,101,101,101,101,101,101,100,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101
101,101,100,101,101,101,101,101,101,101,101,101,100,101,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,100,101,101
